Condition	Subject	Session	Correct	CorrectAns	Response	TestIndex	RT
2_	11	3	0	7	10	16	1804
2_	11	3	0	18	3	17	2074
2_	11	3	1	15	15	18	1866
1_	11	4	0	3	12	1	3079
1_	11	4	1	9	9	2	3931
1_	11	4	0	12	11	3	3615
1_	11	4	0	18	16	4	2938
1_	11	4	0	10	12	5	1668
1_	11	4	0	2	16	6	3091
1_	11	4	0	16	15	7	2756
1_	11	4	0	8	17	8	2648
1_	11	4	1	1	1	9	2568
1_	11	4	0	17	11	10	4593
1_	11	4	0	14	5	11	3995
1_	11	4	0	6	13	12	1964
1_	11	4	0	11	15	13	3720
1_	11	4	1	15	15	14	5043
1_	11	4	1	7	7	15	2468
1_	11	4	0	4	3	16	2370
1_	11	4	0	13	10	17	3202
1_	11	4	0	5	12	18	2839
4_	12	1	1	4	4	1	5934
4_	12	1	0	1	2	2	9836
4_	12	1	1	8	8	3	1828
4_	12	1	0	2	13	4	3652
4_	12	1	1	11	11	5	1960
4_	12	1	1	9	9	6	10569
4_	12	1	0	3	14	7	6834
4_	12	1	0	6	2	8	3917
4_	12	1	0	12	17	9	3919
4_	12	1	1	7	7	10	9103
4_	12	1	1	10	10	11	2523
4_	12	1	1	15	15	12	7027
4_	12	1	0	14	5	13	11010
4_	12	1	0	13	10	14	5884
4_	12	1	1	16	16	15	1785
4_	12	1	0	17	14	16	7707
4_	12	1	0	5	14	17	2575
4_	12	1	1	18	18	18	1717
3_	12	2	0	15	4	1	6384
3_	12	2	1	1	1	2	2804
3_	12	2	1	9	9	3	1850
3_	12	2	0	14	18	4	2544
3_	12	2	0	5	6	5	4681
3_	12	2	0	2	13	6	1805
3_	12	2	0	16	15	7	2072
3_	12	2	0	18	11	8	3400
3_	12	2	1	8	8	9	6350
3_	12	2	0	4	5	10	4684
3_	12	2	0	6	5	11	5064
3_	12	2	0	11	4	12	7635
3_	12	2	1	12	12	13	2639
3_	12	2	0	13	2	14	2065
3_	12	2	1	3	3	15	1498
3_	12	2	1	10	10	16	1633
3_	12	2	0	7	16	17	6027
3_	12	2	1	17	17	18	2762
2_	12	3	1	1	1	1	2828
2_	12	3	1	14	14	2	1684
2_	12	3	1	6	6	3	15295
2_	12	3	1	4	4	4	2047
2_	12	3	1	12	12	5	3767
2_	12	3	1	5	5	6	1633
2_	12	3	1	3	3	7	3987
2_	12	3	1	10	10	8	4278
2_	12	3	1	7	7	9	1529
2_	12	3	1	16	16	10	1990
2_	12	3	1	9	9	11	2362
2_	12	3	1	17	17	12	7290
2_	12	3	1	2	2	13	8067
2_	12	3	1	15	15	14	1730
2_	12	3	1	18	18	15	7424
2_	12	3	1	11	11	16	2086
2_	12	3	1	8	8	17	1570
2_	12	3	1	13	13	18	5884
1_	12	4	1	13	13	1	4278
1_	12	4	1	1	1	2	1834
1_	12	4	1	3	3	3	2596
1_	12	4	1	9	9	4	4611
1_	12	4	0	6	15	5	7453
1_	12	4	1	12	12	6	3559
1_	12	4	1	10	10	7	2426
1_	12	4	1	7	7	8	1525
1_	12	4	0	5	17	9	6568
1_	12	4	1	8	8	10	3023
1_	12	4	0	15	6	11	8687
1_	12	4	1	11	11	12	5099
1_	12	4	1	18	18	13	9460
1_	12	4	1	2	2	14	4870
1_	12	4	1	14	14	15	2070
1_	12	4	1	16	16	16	4396
1_	12	4	1	4	4	17	3212
1_	12	4	1	17	17	18	5406
4_	13	1	0	12	11	1	11838
4_	13	1	1	16	16	2	5265
4_	13	1	0	7	17	3	6587
4_	13	1	1	8	8	4	1654
4_	13	1	0	18	4	5	5994
4_	13	1	1	3	3	6	1772
4_	13	1	1	9	9	7	8305
4_	13	1	0	6	7	8	10565
4_	13	1	1	2	2	9	1774
4_	13	1	0	17	1	10	3676
4_	13	1	0	15	18	11	10956
4_	13	1	1	5	5	12	3549
4_	13	1	0	13	6	13	2839
4_	13	1	0	10	15	14	3354
4_	13	1	0	1	12	15	3189
4_	13	1	0	11	10	16	14479
4_	13	1	0	4	11	17	11612
4_	13	1	1	14	14	18	2013
3_	13	2	1	14	14	1	3234
3_	13	2	0	5	9	2	5781
3_	13	2	1	3	3	3	2355
3_	13	2	0	11	10	4	6464
3_	13	2	1	12	12	5	5132
3_	13	2	1	13	13	6	1625
3_	13	2	1	4	4	7	1055
3_	13	2	1	1	1	8	1029
3_	13	2	1	2	2	9	3926
3_	13	2	0	9	5	10	6372
3_	13	2	1	15	15	11	2017
3_	13	2	1	7	7	12	1802
3_	13	2	1	18	18	13	9298
3_	13	2	0	10	11	14	9194
3_	13	2	1	17	17	15	6682
3_	13	2	1	6	6	16	2429
3_	13	2	1	16	16	17	2225
3_	13	2	1	8	8	18	2177
2_	13	3	1	15	15	1	1273
2_	13	3	0	17	16	2	3849
2_	13	3	0	14	11	3	5728
2_	13	3	0	16	11	4	4460
2_	13	3	1	5	5	5	2983
2_	13	3	1	12	12	6	5130
2_	13	3	1	10	10	7	8734
2_	13	3	0	8	4	8	1642
2_	13	3	1	6	6	9	5691
2_	13	3	0	11	8	10	7676
2_	13	3	1	9	9	11	1678
2_	13	3	1	13	13	12	2499
2_	13	3	1	2	2	13	3859
2_	13	3	1	7	7	14	1798
2_	13	3	1	3	3	15	1813
2_	13	3	0	4	18	16	5791
2_	13	3	1	18	18	17	1817
2_	13	3	1	1	1	18	2385
1_	13	4	1	2	2	1	2166
1_	13	4	1	5	5	2	4680
1_	13	4	1	11	11	3	3018
1_	13	4	1	10	10	4	3354
1_	13	4	1	18	18	5	4240
1_	13	4	1	8	8	6	2556
1_	13	4	1	1	1	7	1704
1_	13	4	1	7	7	8	1876
1_	13	4	1	6	6	9	3660
1_	13	4	0	16	14	10	6383
1_	13	4	1	12	12	11	2410
1_	13	4	1	9	9	12	1469
1_	13	4	1	13	13	13	1724
1_	13	4	1	15	15	14	4194
1_	13	4	1	4	4	15	4767
1_	13	4	1	3	3	16	2037
1_	13	4	1	17	17	17	3248
1_	13	4	1	14	14	18	20806
4_	14	1	0	7	4	1	11913
4_	14	1	0	13	11	2	18847
4_	14	1	0	11	15	3	11129
4_	14	1	1	17	17	4	17572
4_	14	1	1	5	5	5	7208
4_	14	1	1	18	18	6	1636
4_	14	1	0	16	6	7	6934
4_	14	1	0	10	1	8	4772
4_	14	1	0	14	7	9	9633
4_	14	1	0	3	14	10	6828
4_	14	1	0	12	16	11	13619
4_	14	1	0	4	6	12	7218
4_	14	1	0	6	3	13	18087
4_	14	1	0	2	6	14	11019
4_	14	1	0	9	4	15	4865
4_	14	1	0	15	13	16	5753
4_	14	1	1	8	8	17	1918
4_	14	1	0	1	10	18	12687
3_	14	2	0	7	12	1	9189
3_	14	2	0	5	9	2	9895
3_	14	2	1	10	10	3	5487
3_	14	2	0	9	5	4	14603
3_	14	2	0	8	5	5	6369
3_	14	2	1	3	3	6	1757
3_	14	2	1	4	4	7	2751
3_	14	2	0	2	13	8	2367
3_	14	2	1	18	18	9	3935
3_	14	2	1	11	11	10	2885
3_	14	2	0	15	1	11	12568
3_	14	2	1	6	6	12	8336
3_	14	2	1	16	16	13	1841
3_	14	2	0	1	10	14	2323
3_	14	2	0	13	2	15	3643
3_	14	2	0	12	1	16	5443
3_	14	2	0	14	15	17	5170
3_	14	2	0	17	9	18	7422
2_	14	3	1	11	11	1	4005
2_	14	3	1	3	3	2	2278
2_	14	3	0	7	5	3	7117
2_	14	3	0	1	7	4	3127
2_	14	3	0	8	4	5	4899
2_	14	3	0	10	15	6	7307
2_	14	3	0	14	18	7	8696
2_	14	3	0	4	15	8	26760
2_	14	3	0	6	2	9	1768
2_	14	3	1	2	2	10	2450
2_	14	3	0	17	10	11	3571
2_	14	3	1	9	9	12	1992
2_	14	3	0	5	1	13	9875
2_	14	3	1	16	16	14	8451
2_	14	3	0	13	10	15	18648
2_	14	3	0	12	6	16	9870
2_	14	3	0	18	4	17	5895
2_	14	3	0	15	6	18	6224
1_	14	4	1	12	12	1	1362
1_	14	4	1	1	1	2	1355
1_	14	4	0	13	9	3	6881
1_	14	4	0	16	11	4	4854
1_	14	4	1	8	8	5	4193
1_	14	4	1	5	5	6	3659
1_	14	4	1	7	7	7	1568
1_	14	4	1	14	14	8	1216
1_	14	4	0	15	4	9	15668
1_	14	4	1	17	17	10	5619
1_	14	4	1	3	3	11	2089
1_	14	4	0	9	18	12	4352
1_	14	4	1	6	6	13	1832
1_	14	4	0	4	17	14	8962
1_	14	4	0	18	16	15	2948
1_	14	4	1	2	2	16	12096
1_	14	4	0	10	13	17	5746
1_	14	4	0	11	13	18	1675
4_	15	1	1	8	8	1	2929
4_	15	1	0	12	7	2	4679
4_	15	1	1	16	16	3	2273
4_	15	1	0	10	1	4	2121
4_	15	1	0	4	10	5	8546
4_	15	1	1	18	18	6	3379
4_	15	1	0	5	15	7	2874
4_	15	1	0	1	3	8	8592
4_	15	1	0	7	16	9	9089
4_	15	1	1	17	17	10	1386
4_	15	1	0	9	16	11	2444
4_	15	1	0	15	6	12	6950
4_	15	1	0	14	5	13	5881
4_	15	1	0	13	9	14	3758
4_	15	1	0	3	13	15	5353
4_	15	1	1	2	2	16	6624
4_	15	1	0	6	14	17	3065
4_	15	1	1	11	11	18	2390
3_	15	2	0	3	7	1	10349
3_	15	2	1	1	1	2	2129
3_	15	2	1	14	14	3	1614
3_	15	2	1	15	15	4	1847
3_	15	2	1	16	16	5	6190
3_	15	2	1	9	9	6	7553
3_	15	2	0	6	11	7	8454
3_	15	2	1	2	2	8	8880
3_	15	2	0	17	10	9	8956
3_	15	2	0	4	5	10	11699
3_	15	2	0	5	18	11	12202
3_	15	2	0	18	6	12	4088
3_	15	2	0	11	16	13	9972
3_	15	2	1	8	8	14	2761
3_	15	2	0	7	5	15	6627
3_	15	2	0	12	7	16	10001
3_	15	2	1	10	10	17	5911
3_	15	2	1	13	13	18	1563
2_	15	3	1	3	3	1	5340
2_	15	3	1	13	13	2	3349
2_	15	3	1	6	6	3	5683
2_	15	3	0	8	9	4	1911
2_	15	3	0	10	16	5	10019
2_	15	3	1	7	7	6	1482
2_	15	3	1	15	15	7	1221
2_	15	3	0	14	10	8	6752
2_	15	3	0	12	2	9	4653
2_	15	3	0	17	14	10	10217
2_	15	3	1	4	4	11	6908
2_	15	3	1	9	9	12	2567
2_	15	3	0	2	14	13	6481
2_	15	3	1	16	16	14	3332
2_	15	3	1	11	11	15	1168
2_	15	3	0	1	16	16	15331
2_	15	3	0	5	1	17	8062
2_	15	3	1	18	18	18	10803
1_	15	4	1	12	12	1	4255
1_	15	4	0	9	14	2	6833
1_	15	4	1	7	7	3	1660
1_	15	4	0	13	5	4	4737
1_	15	4	0	10	8	5	4881
1_	15	4	0	6	13	6	2582
1_	15	4	0	8	16	7	6076
1_	15	4	1	1	1	8	1907
1_	15	4	1	17	17	9	4760
1_	15	4	0	5	10	10	5226
1_	15	4	0	3	11	11	4552
1_	15	4	0	16	9	12	5686
1_	15	4	1	4	4	13	1640
1_	15	4	0	15	6	14	2357
1_	15	4	0	11	14	15	11530
1_	15	4	0	14	2	16	8070
1_	15	4	1	18	18	17	1782
1_	15	4	0	2	11	18	3139
4_	16	1	1	1	1	1	10896
4_	16	1	0	15	16	2	6155
4_	16	1	0	2	13	3	1792
4_	16	1	1	3	3	4	5794
4_	16	1	1	8	8	5	2059
4_	16	1	0	17	11	6	4031
4_	16	1	0	14	9	7	4330
4_	16	1	0	6	2	8	2756
4_	16	1	1	5	5	9	1908
4_	16	1	0	18	17	10	3915
4_	16	1	0	12	13	11	3339
4_	16	1	0	9	12	12	3653
4_	16	1	0	7	6	13	2971
4_	16	1	0	4	14	14	3458
4_	16	1	0	13	7	15	1660
4_	16	1	0	16	11	16	2544
4_	16	1	1	11	11	17	1161
4_	16	1	0	10	1	18	2300
3_	16	2	0	9	6	1	3926
3_	16	2	0	12	8	2	3906
3_	16	2	0	3	10	3	1921
3_	16	2	0	6	18	4	1846
3_	16	2	0	17	18	5	4046
3_	16	2	1	7	7	6	2645
3_	16	2	1	5	5	7	2749
3_	16	2	1	15	15	8	2329
3_	16	2	1	14	14	9	2127
3_	16	2	0	18	13	10	1828
3_	16	2	0	10	18	11	5004
3_	16	2	0	2	17	12	2080
3_	16	2	0	8	4	13	1360
3_	16	2	0	11	3	14	2649
3_	16	2	0	1	3	15	1965
3_	16	2	0	16	11	16	3385
3_	16	2	0	4	14	17	12922
3_	16	2	0	13	18	18	1513
2_	16	3	0	14	13	1	4444
2_	16	3	0	2	10	2	4207
2_	16	3	0	16	2	3	2142
2_	16	3	1	4	4	4	3024
2_	16	3	0	6	8	5	3446
2_	16	3	0	8	14	6	4094
2_	16	3	1	15	15	7	1494
2_	16	3	0	1	7	8	3051
2_	16	3	0	10	3	9	1820
2_	16	3	0	5	6	10	4340
2_	16	3	1	9	9	11	1814
2_	16	3	0	13	18	12	1928
2_	16	3	0	7	17	13	1950
2_	16	3	1	12	12	14	1370
2_	16	3	0	17	16	15	5065
2_	16	3	0	11	18	16	1641
2_	16	3	0	18	11	17	1490
2_	16	3	0	3	5	18	2193
1_	16	4	0	18	11	1	4769
1_	16	4	0	3	5	2	1660
1_	16	4	0	11	15	3	2135
1_	16	4	0	9	10	4	2212
1_	16	4	1	6	6	5	3150
1_	16	4	1	10	10	6	4837
1_	16	4	0	13	16	7	1464
1_	16	4	1	2	2	8	1611
1_	16	4	1	14	14	9	2253
1_	16	4	0	5	8	10	2967
1_	16	4	1	7	7	11	1263
1_	16	4	0	8	1	12	1482
1_	16	4	0	4	13	13	2079
1_	16	4	0	15	12	14	4363
1_	16	4	0	16	18	15	1988
1_	16	4	0	1	17	16	2215
1_	16	4	0	17	1	17	1464
1_	16	4	0	12	4	18	4105
4_	17	1	1	9	9	1	4412
4_	17	1	0	10	3	2	7398
4_	17	1	0	3	18	3	7436
4_	17	1	1	11	11	4	1734
4_	17	1	0	6	13	5	2836
4_	17	1	1	15	15	6	1847
4_	17	1	1	12	12	7	3166
4_	17	1	0	13	16	8	6537
4_	17	1	0	14	4	9	11114
4_	17	1	0	5	14	10	1522
4_	17	1	0	16	4	11	6060
4_	17	1	1	7	7	12	2414
4_	17	1	1	8	8	13	3648
4_	17	1	0	4	10	14	7903
4_	17	1	1	2	2	15	3694
4_	17	1	1	1	1	16	5196
4_	17	1	0	18	17	17	5958
4_	17	1	0	17	6	18	6047
3_	17	2	0	2	13	1	1866
3_	17	2	0	12	3	2	8306
3_	17	2	0	15	1	3	5133
3_	17	2	1	18	18	4	5994
3_	17	2	1	17	17	5	1816
3_	17	2	1	5	5	6	3915
3_	17	2	0	3	14	7	15739
3_	17	2	1	8	8	8	2332
3_	17	2	0	10	6	9	8272
3_	17	2	0	13	2	10	3184
3_	17	2	0	1	10	11	9540
3_	17	2	0	9	12	12	6195
3_	17	2	0	16	7	13	5193
3_	17	2	0	6	16	14	9611
3_	17	2	0	7	14	15	7197
3_	17	2	1	4	4	16	6733
3_	17	2	0	11	15	17	1734
3_	17	2	0	14	1	18	14286
2_	17	3	1	12	12	1	2697
2_	17	3	1	7	7	2	2186
2_	17	3	0	11	17	3	8476
2_	17	3	0	18	13	4	8287
2_	17	3	0	5	3	5	1892
2_	17	3	0	3	2	6	3275
2_	17	3	0	14	8	7	3004
2_	17	3	0	17	6	8	6289
2_	17	3	0	15	4	9	5427
2_	17	3	0	8	10	10	5984
2_	17	3	0	6	13	11	3454
2_	17	3	1	9	9	12	7758
2_	17	3	0	10	18	13	3380
2_	17	3	0	13	16	14	4633
2_	17	3	0	4	1	15	1764
2_	17	3	0	1	14	16	4838
2_	17	3	0	2	5	17	3386
2_	17	3	0	16	11	18	2641
1_	17	4	0	9	18	1	15271
1_	17	4	1	2	2	2	4778
1_	17	4	1	10	10	3	1371
1_	17	4	1	5	5	4	11738
1_	17	4	1	11	11	5	1969
1_	17	4	1	1	1	6	2996
1_	17	4	0	4	7	7	3312
1_	17	4	1	14	14	8	1571
1_	17	4	0	6	17	9	3663
1_	17	4	0	12	9	10	1987
1_	17	4	1	13	13	11	2102
1_	17	4	0	8	15	12	8163
1_	17	4	0	18	9	13	2923
1_	17	4	1	3	3	14	3078
1_	17	4	1	16	16	15	4064
1_	17	4	0	17	12	16	6459
1_	17	4	0	15	12	17	1887
1_	17	4	1	7	7	18	2133
4_	18	1	0	16	18	1	16075
4_	18	1	0	18	4	2	8131
4_	18	1	1	5	5	3	9150
4_	18	1	1	12	12	4	1651
4_	18	1	0	11	13	5	2974
4_	18	1	1	6	6	6	2712
4_	18	1	0	17	1	7	10395
4_	18	1	0	10	1	8	6780
4_	18	1	1	3	3	9	3256
4_	18	1	1	15	15	10	2340
4_	18	1	1	8	8	11	1951
4_	18	1	1	2	2	12	3539
4_	18	1	1	7	7	13	3451
4_	18	1	0	13	9	14	10555
4_	18	1	0	4	16	15	1335
4_	18	1	1	14	14	16	9313
4_	18	1	1	9	9	17	6121
4_	18	1	1	1	1	18	1771
3_	18	2	1	9	9	1	5573
3_	18	2	1	13	13	2	1921
3_	18	2	1	8	8	3	1882
3_	18	2	1	6	6	4	3222
3_	18	2	1	5	5	5	4358
3_	18	2	1	17	17	6	1907
3_	18	2	1	15	15	7	972
3_	18	2	1	16	16	8	1726
3_	18	2	1	10	10	9	3132
3_	18	2	1	7	7	10	1386
3_	18	2	1	12	12	11	1139
3_	18	2	1	3	3	12	1892
3_	18	2	1	2	2	13	3851
3_	18	2	1	4	4	14	2044
3_	18	2	1	11	11	15	5562
3_	18	2	1	14	14	16	4116
3_	18	2	1	18	18	17	3141
3_	18	2	1	1	1	18	2830
2_	18	3	1	6	6	1	3204
2_	18	3	1	9	9	2	1036
2_	18	3	1	16	16	3	5342
2_	18	3	1	7	7	4	1767
2_	18	3	1	15	15	5	1648
2_	18	3	1	17	17	6	1019
2_	18	3	1	4	4	7	6679
2_	18	3	1	10	10	8	1603
2_	18	3	1	1	1	9	14553
2_	18	3	1	18	18	10	3014
2_	18	3	1	8	8	11	3058
2_	18	3	1	11	11	12	2036
2_	18	3	1	2	2	13	5200
2_	18	3	1	5	5	14	1949
2_	18	3	1	3	3	15	1964
2_	18	3	1	12	12	16	1339
2_	18	3	1	14	14	17	8246
2_	18	3	1	13	13	18	2156
1_	18	4	1	16	16	1	3851
1_	18	4	1	18	18	2	2120
1_	18	4	1	4	4	3	1994
1_	18	4	1	8	8	4	1672
1_	18	4	1	15	15	5	1857
1_	18	4	1	6	6	6	2142
1_	18	4	1	14	14	7	1774
1_	18	4	1	13	13	8	3562
1_	18	4	1	5	5	9	2509
1_	18	4	1	7	7	10	1618
1_	18	4	1	12	12	11	1745
1_	18	4	1	10	10	12	2009
1_	18	4	1	1	1	13	1341
1_	18	4	1	3	3	14	2341
1_	18	4	1	11	11	15	1687
1_	18	4	1	2	2	16	2066
1_	18	4	1	9	9	17	1683
1_	18	4	1	17	17	18	1766
4_	19	1	0	18	6	1	19328
4_	19	1	1	7	7	2	3275
4_	19	1	1	12	12	3	1323
4_	19	1	1	17	17	4	10060
4_	19	1	1	9	9	5	2056
4_	19	1	0	10	16	6	1995
4_	19	1	1	15	15	7	1464
4_	19	1	1	16	16	8	3260
4_	19	1	0	4	10	9	9041
4_	19	1	1	13	13	10	2044
4_	19	1	0	6	18	11	5730
4_	19	1	1	8	8	12	1399
4_	19	1	1	5	5	13	4071
4_	19	1	1	2	2	14	1549
4_	19	1	1	11	11	15	1275
4_	19	1	1	1	1	16	1706
4_	19	1	1	14	14	17	14231
4_	19	1	0	3	6	18	3874
3_	19	2	1	8	8	1	4268
3_	19	2	0	15	7	2	6275
3_	19	2	0	17	18	3	6051
3_	19	2	0	16	11	4	5723
3_	19	2	0	9	5	5	5012
3_	19	2	0	13	18	6	3558
3_	19	2	0	11	17	7	10236
3_	19	2	1	4	4	8	1727
3_	19	2	0	1	11	9	10531
3_	19	2	0	7	12	10	1486
3_	19	2	0	5	6	11	3299
3_	19	2	1	10	10	12	12165
3_	19	2	0	6	15	13	5519
3_	19	2	1	2	2	14	2235
3_	19	2	0	12	9	15	8031
3_	19	2	1	14	14	16	5889
3_	19	2	0	18	17	17	4075
3_	19	2	1	3	3	18	2033
2_	19	3	0	15	7	1	1492
2_	19	3	0	18	15	2	1357
2_	19	3	1	9	9	3	2731
2_	19	3	1	8	8	4	1672
2_	19	3	1	1	1	5	2887
2_	19	3	1	7	7	6	4468
2_	19	3	0	5	1	7	2956
2_	19	3	1	13	13	8	2778
2_	19	3	0	6	18	9	2463
2_	19	3	0	10	17	10	14827
2_	19	3	0	12	6	11	9249
2_	19	3	1	2	2	12	3417
2_	19	3	0	16	12	13	1963
2_	19	3	1	11	11	14	6205
2_	19	3	1	3	3	15	4226
2_	19	3	1	17	17	16	12610
2_	19	3	0	14	5	17	3876
2_	19	3	0	4	6	18	2636
1_	19	4	1	12	12	1	926
1_	19	4	1	1	1	2	11087
1_	19	4	1	15	15	3	13787
1_	19	4	1	2	2	4	2708
1_	19	4	1	5	5	5	16618
1_	19	4	1	14	14	6	1515
1_	19	4	0	11	6	7	3781
1_	19	4	1	17	17	8	5075
1_	19	4	1	4	4	9	2329
1_	19	4	1	9	9	10	2952
1_	19	4	0	8	5	11	18845
1_	19	4	1	16	16	12	1866
1_	19	4	1	7	7	13	1401
1_	19	4	1	18	18	14	2241
1_	19	4	1	10	10	15	2861
1_	19	4	1	3	3	16	1985
1_	19	4	1	6	6	17	6562
1_	19	4	1	13	13	18	2156
1_	20	1	0	16	17	1	4941
1_	20	1	0	2	18	2	4671
1_	20	1	0	4	7	3	3678
1_	20	1	0	10	15	4	2483
1_	20	1	0	17	6	5	3192
1_	20	1	0	13	4	6	4610
1_	20	1	0	5	12	7	2817
1_	20	1	0	1	9	8	2599
1_	20	1	0	15	13	9	3669
1_	20	1	1	7	7	10	3132
1_	20	1	1	8	8	11	4272
1_	20	1	0	3	11	12	2856
1_	20	1	0	6	11	13	4548
1_	20	1	0	11	5	14	3138
1_	20	1	1	14	14	15	3362
1_	20	1	0	9	17	16	5973
1_	20	1	0	18	2	17	1722
1_	20	1	0	12	6	18	1882
2_	20	2	1	12	12	1	1562
2_	20	2	0	13	10	2	2467
2_	20	2	1	18	18	3	4024
2_	20	2	0	11	9	4	4848
2_	20	2	1	3	3	5	4165
2_	20	2	1	2	2	6	3616
2_	20	2	0	4	7	7	2171
2_	20	2	0	17	8	8	1984
2_	20	2	0	15	5	9	2212
2_	20	2	0	7	15	10	3895
2_	20	2	0	9	4	11	6943
2_	20	2	0	14	8	12	3799
2_	20	2	0	6	11	13	3566
2_	20	2	0	8	1	14	1343
2_	20	2	1	16	16	15	2901
2_	20	2	0	10	4	16	1558
2_	20	2	0	5	13	17	3947
2_	20	2	0	1	6	18	2436
3_	20	3	0	6	13	1	2749
3_	20	3	0	13	11	2	2100
3_	20	3	0	16	2	3	2144
3_	20	3	0	1	3	4	2449
3_	20	3	0	17	12	5	1783
3_	20	3	0	12	10	6	2858
3_	20	3	0	9	7	7	2566
3_	20	3	1	8	8	8	2144
3_	20	3	0	5	4	9	3881
3_	20	3	0	4	16	10	2278
3_	20	3	1	10	10	11	5680
3_	20	3	0	14	12	12	2401
3_	20	3	1	15	15	13	1418
3_	20	3	0	7	9	14	2291
3_	20	3	0	2	1	15	10171
3_	20	3	1	18	18	16	3608
3_	20	3	0	11	18	17	7435
3_	20	3	0	3	18	18	4773
4_	20	4	0	16	4	1	1850
4_	20	4	0	6	12	2	728
4_	20	4	1	10	10	3	542
4_	20	4	0	13	2	4	533
4_	20	4	0	15	12	5	1088
4_	20	4	0	17	5	6	2167
4_	20	4	0	11	13	7	1425
4_	20	4	0	12	1	8	1328
4_	20	4	0	18	16	9	1581
4_	20	4	0	7	15	10	1925
4_	20	4	0	8	7	11	2616
4_	20	4	0	2	6	12	1131
4_	20	4	0	1	11	13	2672
4_	20	4	0	5	3	14	1072
4_	20	4	0	9	8	15	949
4_	20	4	0	3	14	16	786
4_	20	4	0	14	2	17	5482
4_	20	4	0	4	6	18	2543
1_	21	1	0	6	15	1	9195
1_	21	1	1	7	7	2	1739
1_	21	1	0	9	8	3	3362
1_	21	1	1	17	17	4	1714
1_	21	1	0	18	12	5	3764
1_	21	1	0	15	1	6	7086
1_	21	1	1	2	2	7	3617
1_	21	1	0	11	6	8	9987
1_	21	1	0	12	14	9	4078
1_	21	1	0	13	5	10	6842
1_	21	1	0	10	3	11	6985
1_	21	1	0	5	9	12	3834
1_	21	1	0	14	4	13	10902
1_	21	1	0	4	16	14	7250
1_	21	1	0	3	10	15	4072
1_	21	1	0	16	12	16	6705
1_	21	1	0	8	13	17	6325
1_	21	1	0	1	12	18	3201
2_	21	2	0	14	6	1	7008
2_	21	2	1	12	12	2	1493
2_	21	2	0	18	9	3	1068
2_	21	2	1	13	13	4	5119
2_	21	2	0	8	14	5	4632
2_	21	2	0	16	17	6	3517
2_	21	2	1	4	4	7	5540
2_	21	2	0	7	8	8	7334
2_	21	2	1	10	10	9	3625
2_	21	2	1	2	2	10	2128
2_	21	2	1	5	5	11	6718
2_	21	2	0	17	15	12	16886
2_	21	2	0	3	1	13	2506
2_	21	2	0	15	3	14	3829
2_	21	2	1	11	11	15	2875
2_	21	2	0	1	7	16	7672
2_	21	2	0	6	18	17	5473
2_	21	2	1	9	9	18	15024
3_	21	3	0	8	14	1	11914
3_	21	3	1	1	1	2	4714
3_	21	3	1	5	5	3	10971
3_	21	3	1	4	4	4	4224
3_	21	3	0	7	9	5	7356
3_	21	3	0	18	9	6	9174
3_	21	3	0	2	13	7	1410
3_	21	3	0	9	12	8	8566
3_	21	3	1	16	16	9	3965
3_	21	3	0	13	2	10	7902
3_	21	3	0	14	7	11	8478
3_	21	3	0	12	17	12	2199
3_	21	3	1	3	3	13	4517
3_	21	3	1	15	15	14	1775
3_	21	3	0	17	10	15	5766
3_	21	3	1	6	6	16	10271
3_	21	3	0	10	8	17	6079
3_	21	3	1	11	11	18	6969
4_	21	4	0	7	8	1	2814
4_	21	4	0	16	18	2	2358
4_	21	4	0	8	16	3	2220
4_	21	4	0	1	17	4	1860
4_	21	4	0	5	6	5	2647
4_	21	4	0	9	14	6	1677
4_	21	4	0	6	3	7	2978
4_	21	4	0	10	7	8	2824
4_	21	4	0	17	11	9	4591
4_	21	4	0	11	15	10	5033
4_	21	4	1	13	13	11	1837
4_	21	4	0	2	10	12	4191
4_	21	4	0	3	2	13	3337
4_	21	4	0	14	1	14	3075
4_	21	4	0	18	12	15	8638
4_	21	4	0	15	14	16	4485
4_	21	4	0	4	5	17	3777
4_	21	4	0	12	7	18	3070
1_	22	1	0	17	6	1	11648
1_	22	1	0	3	18	2	8409
1_	22	1	0	4	7	3	2690
1_	22	1	0	16	8	4	7706
1_	22	1	1	8	8	5	11103
1_	22	1	0	18	13	6	4260
1_	22	1	0	2	13	7	4535
1_	22	1	0	14	3	8	4106
1_	22	1	0	9	5	9	3304
1_	22	1	0	15	11	10	10716
1_	22	1	0	12	16	11	12332
1_	22	1	1	7	7	12	3870
1_	22	1	0	10	15	13	7417
1_	22	1	0	6	15	14	4771
1_	22	1	0	11	14	15	3665
1_	22	1	0	1	9	16	4020
1_	22	1	0	13	10	17	1475
1_	22	1	0	5	9	18	3346
2_	22	2	0	5	16	1	9094
2_	22	2	0	2	6	2	9085
2_	22	2	0	10	13	3	7816
2_	22	2	0	8	17	4	5708
2_	22	2	1	13	13	5	3679
2_	22	2	1	3	3	6	2660
2_	22	2	0	6	5	7	2231
2_	22	2	1	15	15	8	2209
2_	22	2	0	11	9	9	9821
2_	22	2	0	1	11	10	6496
2_	22	2	0	17	12	11	4110
2_	22	2	1	7	7	12	1312
2_	22	2	0	14	6	13	4237
2_	22	2	0	12	6	14	5223
2_	22	2	0	9	16	15	3798
2_	22	2	0	16	18	16	1917
2_	22	2	0	4	10	17	5974
